Date,Median Days To Pending,RegionID,RegionName,RegionType,SizeRank,StateName
2019-11-30,,395155,"Thomasville, GA",msa,646,GA
2019-12-31,54.0,395155,"Thomasville, GA",msa,646,GA
2020-01-31,51.0,395155,"Thomasville, GA",msa,646,GA
2020-02-29,48.0,395155,"Thomasville, GA",msa,646,GA
2020-03-31,45.0,395155,"Thomasville, GA",msa,646,GA
2020-04-30,39.0,395155,"Thomasville, GA",msa,646,GA
2020-05-31,31.0,395155,"Thomasville, GA",msa,646,GA
2020-06-30,25.0,395155,"Thomasville, GA",msa,646,GA
2020-07-31,26.0,395155,"Thomasville, GA",msa,646,GA
2020-08-31,30.0,395155,"Thomasville, GA",msa,646,GA
2020-09-30,33.0,395155,"Thomasville, GA",msa,646,GA
2020-10-31,29.0,395155,"Thomasville, GA",msa,646,GA
2020-11-30,26.0,395155,"Thomasville, GA",msa,646,GA
2020-12-31,23.0,395155,"Thomasville, GA",msa,646,GA
2021-01-31,24.0,395155,"Thomasville, GA",msa,646,GA
2021-02-28,23.0,395155,"Thomasville, GA",msa,646,GA
2021-03-31,20.0,395155,"Thomasville, GA",msa,646,GA
2021-04-30,15.0,395155,"Thomasville, GA",msa,646,GA
2021-05-31,9.0,395155,"Thomasville, GA",msa,646,GA
2021-06-30,9.0,395155,"Thomasville, GA",msa,646,GA
2021-07-31,9.0,395155,"Thomasville, GA",msa,646,GA
2021-08-31,10.0,395155,"Thomasville, GA",msa,646,GA
2021-09-30,11.0,395155,"Thomasville, GA",msa,646,GA
2021-10-31,10.0,395155,"Thomasville, GA",msa,646,GA
2021-11-30,15.0,395155,"Thomasville, GA",msa,646,GA
2021-12-31,15.0,395155,"Thomasville, GA",msa,646,GA
2022-01-31,19.0,395155,"Thomasville, GA",msa,646,GA
2022-02-28,15.0,395155,"Thomasville, GA",msa,646,GA
2022-03-31,13.0,395155,"Thomasville, GA",msa,646,GA
2022-04-30,9.0,395155,"Thomasville, GA",msa,646,GA
2022-05-31,11.0,395155,"Thomasville, GA",msa,646,GA
2022-06-30,14.0,395155,"Thomasville, GA",msa,646,GA
2022-07-31,15.0,395155,"Thomasville, GA",msa,646,GA
2022-08-31,15.0,395155,"Thomasville, GA",msa,646,GA
2022-09-30,20.0,395155,"Thomasville, GA",msa,646,GA
2022-10-31,25.0,395155,"Thomasville, GA",msa,646,GA
2022-11-30,31.0,395155,"Thomasville, GA",msa,646,GA
2022-12-31,33.0,395155,"Thomasville, GA",msa,646,GA
2023-01-31,38.0,395155,"Thomasville, GA",msa,646,GA
2023-02-28,32.0,395155,"Thomasville, GA",msa,646,GA
2023-03-31,27.0,395155,"Thomasville, GA",msa,646,GA
2023-04-30,17.0,395155,"Thomasville, GA",msa,646,GA
2023-05-31,22.0,395155,"Thomasville, GA",msa,646,GA
2023-06-30,18.0,395155,"Thomasville, GA",msa,646,GA
2023-07-31,21.0,395155,"Thomasville, GA",msa,646,GA
2023-08-31,17.0,395155,"Thomasville, GA",msa,646,GA
2023-09-30,21.0,395155,"Thomasville, GA",msa,646,GA
2023-10-31,18.0,395155,"Thomasville, GA",msa,646,GA
2023-11-30,20.0,395155,"Thomasville, GA",msa,646,GA
2023-12-31,20.0,395155,"Thomasville, GA",msa,646,GA
2024-01-31,33.0,395155,"Thomasville, GA",msa,646,GA
2024-02-29,33.0,395155,"Thomasville, GA",msa,646,GA
2024-03-31,41.0,395155,"Thomasville, GA",msa,646,GA
2024-04-30,32.0,395155,"Thomasville, GA",msa,646,GA
2024-05-31,34.0,395155,"Thomasville, GA",msa,646,GA
2024-06-30,23.0,395155,"Thomasville, GA",msa,646,GA
2024-07-31,26.0,395155,"Thomasville, GA",msa,646,GA
2024-08-31,27.0,395155,"Thomasville, GA",msa,646,GA
2024-09-30,29.0,395155,"Thomasville, GA",msa,646,GA
2018-03-31,,394961,"Paragould, AR",msa,647,AR
2018-04-30,,394961,"Paragould, AR",msa,647,AR
2018-05-31,,394961,"Paragould, AR",msa,647,AR
2018-06-30,,394961,"Paragould, AR",msa,647,AR
2018-07-31,,394961,"Paragould, AR",msa,647,AR
2018-08-31,,394961,"Paragould, AR",msa,647,AR
2018-09-30,,394961,"Paragould, AR",msa,647,AR
2018-10-31,,394961,"Paragould, AR",msa,647,AR
2018-11-30,,394961,"Paragould, AR",msa,647,AR
2018-12-31,,394961,"Paragould, AR",msa,647,AR
2019-01-31,,394961,"Paragould, AR",msa,647,AR
2019-02-28,,394961,"Paragould, AR",msa,647,AR
2019-03-31,,394961,"Paragould, AR",msa,647,AR
2019-04-30,,394961,"Paragould, AR",msa,647,AR
2019-05-31,,394961,"Paragould, AR",msa,647,AR
2019-06-30,,394961,"Paragould, AR",msa,647,AR
2019-07-31,,394961,"Paragould, AR",msa,647,AR
2019-08-31,,394961,"Paragould, AR",msa,647,AR
2019-09-30,,394961,"Paragould, AR",msa,647,AR
2019-10-31,,394961,"Paragould, AR",msa,647,AR
2019-11-30,,394961,"Paragould, AR",msa,647,AR
2019-12-31,,394961,"Paragould, AR",msa,647,AR
2020-01-31,,394961,"Paragould, AR",msa,647,AR
2020-02-29,,394961,"Paragould, AR",msa,647,AR
2020-03-31,,394961,"Paragould, AR",msa,647,AR
2020-04-30,,394961,"Paragould, AR",msa,647,AR
2020-05-31,,394961,"Paragould, AR",msa,647,AR
