Region,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Month,Year
Maine,421,348,24,3,46,jun,2019
Massachusetts,1378,493,50,30,805,jun,2019
New Hampshire,329,247,42,0,40,jun,2019
Rhode Island,102,78,8,0,16,jun,2019
Vermont,118,90,12,4,12,jun,2019
Middle Atlantic,9086,3555,306,430,4795,jun,2019
New Jersey,2715,1123,98,127,1367,jun,2019
New York,3684,947,110,71,2556,jun,2019
Pennsylvania,2687,1485,98,232,872,jun,2019
Midwest,15448,11090,286,373,3699,jun,2019
East North Central D,8678,6273,170,261,1974,jun,2019
Illinois,1284,797,52,52,383,jun,2019
Indiana,2141,1490,30,38,583,jun,2019
Michigan,1832,1548,30,88,166,jun,2019
Ohio,1907,1361,24,76,446,jun,2019
Wisconsin,1514,1077,34,7,396,jun,2019
West North Central D,6770,4817,116,112,1725,jun,2019
Iowa,1427,828,12,16,571,jun,2019
Kansas,611,444,56,12,99,jun,2019
Minnesota,2208,1649,2,44,513,jun,2019
Missouri,1131,959,30,21,121,jun,2019
Nebraska,779,412,6,0,361,jun,2019
North Dakota,219,214,0,0,5,jun,2019
South Dakota,395,311,10,19,55,jun,2019
South,53812,40012,738,647,12415,jun,2019
South Atlantic,29635,22365,344,216,6710,jun,2019
Delaware,636,512,12,11,101,jun,2019
District of Columbia,130,5,6,0,119,jun,2019
Florida,10983,8153,196,79,2555,jun,2019
Georgia,4056,3612,46,43,355,jun,2019
Maryland,1741,1130,6,4,601,jun,2019
North Carolina,6114,4251,26,3,1834,jun,2019
South Carolina,2774,2609,8,3,154,jun,2019
Virginia,2918,1877,42,29,970,jun,2019
West Virginia,283,216,2,44,21,jun,2019
East South Central D,5962,4944,100,51,867,jun,2019
Alabama,1395,1201,6,4,184,jun,2019
Kentucky,953,703,16,4,230,jun,2019
Mississippi,568,540,8,3,17,jun,2019
Tennessee,3046,2500,70,40,436,jun,2019
West South Central D,18215,12703,294,380,4838,jun,2019
Arkansas,923,627,58,72,166,jun,2019
Louisiana,1258,1160,32,6,60,jun,2019
Oklahoma,858,780,54,0,24,jun,2019
Texas,15176,10136,150,302,4588,jun,2019
West,29980,19009,588,389,9994,jun,2019
Mountain,15559,9956,264,217,5122,jun,2019
Arizona,4359,2795,90,6,1468,jun,2019
Colorado,3902,2660,70,57,1115,jun,2019
Idaho,1222,1025,10,60,127,jun,2019
Montana,364,251,48,26,39,jun,2019
Nevada,2230,1077,2,12,1139,jun,2019
New Mexico,418,402,0,0,16,jun,2019
Utah,2883,1597,24,53,1209,jun,2019
Wyoming,181,149,20,3,9,jun,2019
Pacific,14421,9053,324,172,4872,jun,2019
Alaska,139,106,6,4,23,jun,2019
California,9014,5658,184,98,3074,jun,2019
Hawaii,338,238,0,24,76,jun,2019
Oregon,1283,969,28,17,269,jun,2019
Washington,3647,2082,106,29,1430,jun,2019
United States,118777,78219,2192,1854,36512,jul,2019
Northeast,11129,5276,400,374,5079,jul,2019
New England,2787,1682,106,52,947,jul,2019
Connecticut,435,236,6,13,180,jul,2019
Maine,466,408,12,3,43,jul,2019
Massachusetts,1289,584,62,21,622,jul,2019
New Hampshire,353,268,10,7,68,jul,2019
Rhode Island,113,97,12,4,0,jul,2019
Vermont,131,89,4,4,34,jul,2019
Middle Atlantic,8342,3594,294,322,4132,jul,2019
New Jersey,2502,1179,108,51,1164,jul,2019
New York,3694,1021,122,65,2486,jul,2019
Pennsylvania,2146,1394,64,206,482,jul,2019
Midwest,15704,10772,492,270,4170,jul,2019
East North Central D,9232,6250,230,190,2562,jul,2019
Illinois,2095,895,34,101,1065,jul,2019
Indiana,1861,1521,18,34,288,jul,2019
Michigan,1890,1378,42,30,440,jul,2019
Ohio,1839,1391,56,18,374,jul,2019
Wisconsin,1547,1065,80,7,395,jul,2019
West North Central D,6472,4522,262,80,1608,jul,2019
Iowa,1042,731,78,4,229,jul,2019
Kansas,622,496,46,28,52,jul,2019
Minnesota,2383,1523,34,23,803,jul,2019
Missouri,1307,916,90,11,290,jul,2019
Nebraska,416,371,4,0,41,jul,2019
North Dakota,288,168,2,4,114,jul,2019
South Dakota,414,317,8,10,79,jul,2019
South,60906,42524,774,584,17024,jul,2019
South Atlantic,32583,23362,378,250,8593,jul,2019
Delaware,624,571,8,12,33,jul,2019
District of Columbia,997,9,6,0,982,jul,2019
Florida,13109,9074,198,74,3763,jul,2019
Georgia,4151,3522,46,43,540,jul,2019
Maryland,1279,1012,24,8,235,jul,2019
North Carolina,5746,4254,40,22,1430,jul,2019
South Carolina,3091,2844,20,3,224,jul,2019
Virginia,3263,1876,28,28,1331,jul,2019
West Virginia,323,200,8,60,55,jul,2019
East South Central D,7251,5147,134,83,1887,jul,2019
Alabama,1556,1248,10,4,294,jul,2019
Kentucky,1320,765,108,26,421,jul,2019
Mississippi,679,651,4,4,20,jul,2019
Tennessee,3696,2483,12,49,1152,jul,2019
West South Central D,21072,14015,262,251,6544,jul,2019
Arkansas,996,691,22,10,273,jul,2019
Louisiana,1454,1366,24,6,58,jul,2019
Oklahoma,1107,995,36,3,73,jul,2019
Texas,17515,10963,180,232,6140,jul,2019
West,31038,19647,526,626,10239,jul,2019
Mountain,14485,10867,154,318,3146,jul,2019
Arizona,3918,3061,54,21,782,jul,2019
Colorado,3848,2952,38,58,800,jul,2019
Idaho,1671,1046,12,114,499,jul,2019
Montana,319,206,18,39,56,jul,2019
Nevada,1865,1491,12,31,331,jul,2019
New Mexico,484,372,0,0,112,jul,2019
Utah,2207,1593,10,46,558,jul,2019
Wyoming,173,146,10,9,8,jul,2019
Pacific,16553,8780,372,308,7093,jul,2019
Alaska,182,126,10,12,34,jul,2019
California,9924,5197,200,149,4378,jul,2019
Hawaii,270,270,0,0,0,jul,2019
Oregon,1749,903,52,10,784,jul,2019
Washington,4428,2284,110,137,1897,jul,2019
United States,107538,63773,1622,1321,40822,nov,2019
Northeast Region,12559,4302,256,288,7713,nov,2019
New England Division,2721,1188,42,80,1411,nov,2019
Connecticut,561,253,2,16,290,nov,2019
Maine,277,209,6,0,62,nov,2019
Massachusetts,1415,447,20,56,892,nov,2019
New Hampshire,304,173,4,0,127,nov,2019
Rhode Island,91,63,10,8,10,nov,2019
Vermont,73,43,0,0,30,nov,2019
Middle Atlantic Division,9838,3114,214,208,6302,nov,2019
New Jersey,3175,1502,88,73,1512,nov,2019
New York,5323,657,86,51,4529,nov,2019
Pennsylvania,1340,955,40,84,261,nov,2019
Midwest Region,15466,8036,302,250,6878,nov,2019
East North Central Division,9383,4696,118,174,4395,nov,2019
Illinois,1817,659,24,90,1044,nov,2019
Indiana,1890,1127,22,11,730,nov,2019
Michigan,1321,987,28,43,263,nov,2019
Ohio,2406,1210,6,23,1167,nov,2019
Wisconsin,1949,713,38,7,1191,nov,2019
West North Central Division,6083,3340,184,76,2483,nov,2019
Iowa,674,595,2,7,70,nov,2019
Kansas,464,325,38,41,60,nov,2019
Minnesota,2651,1029,8,16,1598,nov,2019
Missouri,1115,756,58,12,289,nov,2019
Nebraska,665,348,64,0,253,nov,2019
North Dakota,200,100,8,0,92,nov,2019
South Dakota,314,187,6,0,121,nov,2019
South Region,51635,35540,568,387,15140,nov,2019
South Atlantic Division,25865,19052,262,179,6372,nov,2019
Delaware,482,405,14,8,55,nov,2019
District of Columbia,269,24,8,0,237,nov,2019
Florida,10374,7256,108,90,2920,nov,2019
Georgia,3409,2930,62,4,413,nov,2019
Maryland,1163,966,12,4,181,nov,2019
North Carolina,5290,3676,10,20,1584,nov,2019
South Carolina,2434,2154,18,0,262,nov,2019
Virginia,2170,1456,26,23,665,nov,2019
West Virginia,274,185,4,30,55,nov,2019
East South Central Division,5848,4494,48,81,1225,nov,2019
Alabama,1218,1098,8,13,99,nov,2019
Kentucky,880,572,12,7,289,nov,2019
Mississippi,513,490,2,6,15,nov,2019
Tennessee,3237,2334,26,55,822,nov,2019
West South Central Division,19922,11994,258,127,7543,nov,2019
Arkansas,1006,599,38,10,359,nov,2019
Louisiana,1127,1023,18,6,80,nov,2019
Oklahoma,909,704,32,0,173,nov,2019
Texas,16880,9668,170,111,6931,nov,2019
West Region,27878,15895,496,396,11091,nov,2019
Mountain Division,13661,8377,180,198,4906,nov,2019
Arizona,4175,2568,80,17,1510,nov,2019
Colorado,3606,2262,28,18,1298,nov,2019
Idaho,1383,888,18,36,441,nov,2019
Montana,242,142,28,35,37,nov,2019
Nevada,1087,761,2,26,298,nov,2019
New Mexico,471,328,0,3,140,nov,2019
Utah,2584,1317,22,63,1182,nov,2019
Wyoming,113,111,2,0,0,nov,2019
Pacific Division,14217,7518,316,198,6185,nov,2019
Alaska,115,82,2,4,27,nov,2019
California,7630,4636,112,140,2742,nov,2019
Hawaii,179,175,4,0,0,nov,2019
Oregon,1124,692,24,0,408,nov,2019
Washington,5169,1933,174,54,3008,nov,2019
United States,94439,58086,1600,1457,33296,jan,2019
Northeast,9099,3330,272,242,5255,jan,2019
New England,1932,1079,90,72,691,jan,2019
Connecticut,278,202,8,3,65,jan,2019
Maine,357,222,6,0,129,jan,2019
Massachusetts,819,429,38,54,298,jan,2019
New Hampshire,338,124,32,3,179,jan,2019
Rhode Island,67,55,4,3,5,jan,2019
Vermont,73,47,2,9,15,jan,2019
Middle Atlantic,7167,2251,182,170,4564,jan,2019
New Jersey,1778,738,70,52,918,jan,2019
New York,4036,537,52,68,3379,jan,2019
Pennsylvania,1353,976,60,50,267,jan,2019
Midwest,9983,5562,198,142,4081,jan,2019
East North Central D,5832,3395,132,120,2185,jan,2019
Illinois,1296,548,14,41,693,jan,2019
Indiana,1528,854,8,40,626,jan,2019
Michigan,1187,667,6,10,504,jan,2019
Ohio,1095,872,28,19,176,jan,2019
Wisconsin,726,454,76,10,186,jan,2019
West North Central D,4151,2167,66,22,1896,jan,2019
Iowa,425,287,2,0,136,jan,2019
Kansas,428,256,20,13,139,jan,2019
Minnesota,1352,588,0,0,764,jan,2019
Missouri,1098,626,34,6,432,jan,2019
Nebraska,621,255,4,0,362,jan,2019
North Dakota,45,43,2,0,0,jan,2019
South Dakota,182,112,4,3,63,jan,2019
South,51255,35533,582,580,14560,jan,2019
South Atlantic,29021,20056,234,255,8476,jan,2019
Delaware,604,512,20,14,58,jan,2019
District of Columbia,591,16,8,0,567,jan,2019
Florida,11190,7795,138,146,3111,jan,2019
Georgia,4045,3283,26,19,717,jan,2019
Maryland,1743,979,0,28,736,jan,2019
North Carolina,4219,3316,26,3,874,jan,2019
South Carolina,3483,2421,14,0,1048,jan,2019
Virginia,2859,1531,0,42,1286,jan,2019
West Virginia,287,203,2,3,79,jan,2019
East South Central D,5460,4146,124,117,1073,jan,2019
Alabama,1169,1079,6,7,77,jan,2019
Kentucky,935,536,42,16,341,jan,2019
Mississippi,623,547,60,6,10,jan,2019
Tennessee,2733,1984,16,88,645,jan,2019
West South Central D,16774,11331,224,208,5011,jan,2019
Arkansas,643,563,16,22,42,jan,2019
Louisiana,1133,1080,34,6,13,jan,2019
Oklahoma,740,710,16,14,0,jan,2019
Texas,14258,8978,158,166,4956,jan,2019
West,24102,13661,548,493,9400,jan,2019
Mountain,10077,7092,160,186,2639,jan,2019
Arizona,2641,2191,86,4,360,jan,2019
Colorado,3026,1708,20,33,1265,jan,2019
Idaho,880,719,8,31,122,jan,2019
Montana,280,146,10,47,77,jan,2019
Nevada,1204,782,10,28,384,jan,2019
New Mexico,349,299,4,0,46,jan,2019
Utah,1594,1175,14,35,370,jan,2019
Wyoming,103,72,8,8,15,jan,2019
Pacific,14025,6569,388,307,6761,jan,2019
Alaska,90,69,4,4,13,jan,2019
California,9373,4069,262,145,4897,jan,2019
Hawaii,432,162,2,0,268,jan,2019
Oregon,1255,789,40,4,422,jan,2019
Washington,2875,1480,80,154,1161,jan,2019
United States,124331,80597,1810,1363,40561,may,2019
Northeast,9194,4900,356,338,3600,may,2019
New England,2312,1528,74,30,680,may,2019
Connecticut,341,264,6,0,71,may,2019
Maine,431,342,10,3,76,may,2019
Massachusetts,1069,520,34,24,491,may,2019
New Hampshire,251,218,14,0,19,may,2019
Rhode Island,107,94,4,3,6,may,2019
Vermont,113,90,6,0,17,may,2019
Middle Atlantic,6882,3372,282,308,2920,may,2019
New Jersey,2411,944,82,110,1275,may,2019
New York,2599,1037,114,66,1382,may,2019
Pennsylvania,1872,1391,86,132,263,may,2019
Midwest,17946,12202,284,229,5231,may,2019
East North Central D,9720,7006,194,161,2359,may,2019
Illinois,2094,994,22,86,992,may,2019
Indiana,1838,1649,30,7,152,may,2019
Michigan,2387,1604,14,33,736,may,2019
Ohio,1759,1517,58,24,160,may,2019
Wisconsin,1642,1242,70,11,319,may,2019
West North Central D,8226,5196,90,68,2872,may,2019
Iowa,1113,937,14,0,162,may,2019
Kansas,782,444,28,15,295,may,2019
Minnesota,3281,1786,2,4,1489,may,2019
Missouri,1431,1037,14,39,341,may,2019
Nebraska,905,481,18,7,399,may,2019
North Dakota,314,225,8,0,81,may,2019
South Dakota,400,286,6,3,105,may,2019
South,65014,44466,594,458,19496,may,2019
South Atlantic,34917,24649,278,184,9806,may,2019
Delaware,586,531,10,0,45,may,2019
District of Columbia,698,8,4,0,686,may,2019
Florida,12393,8841,190,91,3271,may,2019
Georgia,4346,3897,4,41,404,may,2019
Maryland,2244,1105,2,23,1114,may,2019
North Carolina,7763,5069,58,0,2636,may,2019
South Carolina,3617,2898,2,0,717,may,2019
Virginia,2761,2071,0,29,661,may,2019
West Virginia,509,229,8,0,272,may,2019
East South Central D,7788,5712,66,129,1881,may,2019
Alabama,1296,1159,4,66,67,may,2019
Kentucky,1304,897,36,21,350,may,2019
Mississippi,701,675,2,6,18,may,2019
Tennessee,4487,2981,24,36,1446,may,2019
West South Central D,22309,14105,250,145,7809,may,2019
Arkansas,945,690,38,62,155,may,2019
Louisiana,1303,1266,12,3,22,may,2019
Oklahoma,980,933,42,0,5,may,2019
Texas,19081,11216,158,80,7627,may,2019
West,32177,19029,576,338,12234,may,2019
Mountain,15239,10019,228,162,4830,may,2019
Arizona,4282,2907,50,18,1307,may,2019
Colorado,3653,2594,2,16,1041,may,2019
Idaho,1751,1309,62,44,336,may,2019
Montana,367,215,66,16,70,may,2019
Nevada,1673,993,10,6,664,may,2019
New Mexico,474,379,2,0,93,may,2019
Utah,2799,1429,32,51,1287,may,2019
Wyoming,240,193,4,11,32,may,2019
Pacific,16938,9010,348,176,7404,may,2019
Alaska,192,111,4,8,69,may,2019
California,9883,5511,186,52,4134,may,2019
Hawaii,866,260,4,0,602,may,2019
Oregon,1658,939,38,25,656,may,2019
Washington,4339,2189,116,91,1943,may,2019
United States,127752,79094,2210,1616,44832,aug,2019
Northeast,13056,5130,318,295,7313,aug,2019
New England,3010,1598,92,32,1288,aug,2019
Connecticut,376,253,12,3,108,aug,2019
Maine,478,410,12,0,56,aug,2019
Massachusetts,1179,503,34,22,620,aug,2019
New Hampshire,710,230,10,0,470,aug,2019
Rhode Island,84,71,4,4,5,aug,2019
Vermont,183,131,20,3,29,aug,2019
Middle Atlantic,10046,3532,226,263,6025,aug,2019
New Jersey,4085,1484,82,117,2402,aug,2019
New York,3708,810,84,74,2740,aug,2019
Pennsylvania,2253,1238,60,72,883,aug,2019
Midwest,18392,10754,372,245,7021,aug,2019
East North Central D,9482,6105,206,189,2982,aug,2019
Illinois,1529,741,30,66,692,aug,2019
Indiana,2172,1531,82,45,514,aug,2019
Michigan,1644,1395,32,53,164,aug,2019
Ohio,2502,1341,8,22,1131,aug,2019
Wisconsin,1635,1097,54,3,481,aug,2019
West North Central D,8910,4649,166,56,4039,aug,2019
Iowa,1409,973,8,0,428,aug,2019
Kansas,927,444,50,7,426,aug,2019
