Region,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Month,Year
     Pacific Division              ,13505,7732,412,175,5186,oct,2024
          Alaska                        ,92,52,10,9,21,oct,2024
          California                    ,8597,5007,232,80,3278,oct,2024
          Hawaii                        ,320,236,14,0,70,oct,2024
          Oregon                        ,989,791,56,13,129,oct,2024
          Washington                    ,3507,1646,100,73,1688,oct,2024
United States                 ,131857,86050,3350,1911,40546,aug,2024
Northeast Region              ,12592,6002,342,413,5835,aug,2024
     New England Division          ,3444,1976,128,127,1213,aug,2024
          Connecticut                   ,463,229,8,12,214,aug,2024
          Maine                         ,599,497,32,7,63,aug,2024
          Massachusetts                 ,1561,757,36,16,752,aug,2024
          New Hampshire                 ,546,295,22,62,167,aug,2024
          Rhode Island                  ,94,66,20,3,5,aug,2024
          Vermont                       ,181,132,10,27,12,aug,2024
     Middle Atlantic Division      ,9148,4026,214,286,4622,aug,2024
          New Jersey                    ,3645,1514,80,168,1883,aug,2024
          New York                      ,3369,1023,106,83,2157,aug,2024
          Pennsylvania                  ,2134,1489,28,35,582,aug,2024
Midwest Region                ,19757,11564,854,378,6961,aug,2024
     East North Central Division   ,11175,7076,396,178,3525,aug,2024
          Illinois                      ,2217,964,40,56,1157,aug,2024
          Indiana                       ,2647,2013,46,4,584,aug,2024
          Michigan                      ,2109,1419,80,42,568,aug,2024
          Ohio                          ,2308,1468,80,56,704,aug,2024
          Wisconsin                     ,1894,1212,150,20,512,aug,2024
     West North Central Division   ,8582,4488,458,200,3436,aug,2024
          Iowa                          ,1142,640,38,13,451,aug,2024
          Kansas                        ,1036,478,208,15,335,aug,2024
          Minnesota                     ,2147,1330,42,39,736,aug,2024
          Missouri                      ,2232,1041,96,91,1004,aug,2024
          Nebraska                      ,749,487,40,7,215,aug,2024
          North Dakota                  ,171,159,4,8,0,aug,2024
          South Dakota                  ,1105,353,30,27,695,aug,2024
South Region                  ,72567,50144,1352,775,20296,aug,2024
     South Atlantic Division       ,40257,27950,608,384,11315,aug,2024
          Delaware                      ,532,491,38,3,0,aug,2024
          District of Columbia          ,54,9,4,0,41,aug,2024
          Florida                       ,15666,10755,256,107,4548,aug,2024
          Georgia                       ,5750,4183,72,151,1344,aug,2024
          Maryland                      ,1444,775,0,0,669,aug,2024
          North Carolina                ,9465,6117,110,75,3163,aug,2024
          South Carolina                ,3767,3269,40,35,423,aug,2024
          Virginia                      ,3166,2000,80,9,1077,aug,2024
          West Virginia                 ,413,351,8,4,50,aug,2024
     East South Central Division   ,8640,5771,102,109,2658,aug,2024
          Alabama                       ,1759,1506,16,6,231,aug,2024
          Kentucky                      ,1763,740,52,18,953,aug,2024
          Mississippi                   ,653,625,10,0,18,aug,2024
          Tennessee                     ,4465,2900,24,85,1456,aug,2024
     West South Central Division   ,23670,16423,642,282,6323,aug,2024
          Arkansas                      ,1188,797,140,24,227,aug,2024
          Louisiana                     ,1250,1094,54,3,99,aug,2024
          Oklahoma                      ,1127,982,62,18,65,aug,2024
          Texas                         ,20105,13550,386,237,5932,aug,2024
West Region                   ,26941,18340,802,345,7454,aug,2024
     Mountain Division             ,13314,10016,352,149,2797,aug,2024
          Arizona                       ,4919,3302,174,3,1440,aug,2024
          Colorado                      ,2062,1539,32,35,456,aug,2024
          Idaho                         ,1602,1359,48,13,182,aug,2024
          Montana                       ,459,277,26,21,135,aug,2024
          Nevada                        ,1494,1123,18,4,349,aug,2024
          New Mexico                    ,739,709,30,0,0,aug,2024
          Utah                          ,1877,1562,18,62,235,aug,2024
          Wyoming                       ,162,145,6,11,0,aug,2024
     Pacific Division              ,13627,8324,450,196,4657,aug,2024
          Alaska                        ,64,55,6,3,0,aug,2024
          California                    ,8905,5452,244,111,3098,aug,2024
          Hawaii                        ,256,179,14,0,63,aug,2024
          Oregon                        ,1154,922,16,0,216,aug,2024
          Washington                    ,3248,1716,170,82,1280,aug,2024
United States                 ,132413,94071,3476,1735,33131,may,2024
Northeast Region              ,10910,5771,632,343,4164,may,2024
     New England Division          ,2986,1758,176,87,965,may,2024
          Connecticut                   ,406,200,10,25,171,may,2024
          Maine                         ,661,500,24,19,118,may,2024
          Massachusetts                 ,1064,548,58,25,433,may,2024
          New Hampshire                 ,462,284,42,9,127,may,2024
          Rhode Island                  ,97,76,18,3,0,may,2024
          Vermont                       ,296,150,24,6,116,may,2024
     Middle Atlantic Division      ,7924,4013,456,256,3199,may,2024
          New Jersey                    ,2686,1316,296,78,996,may,2024
          New York                      ,2771,1047,120,74,1530,may,2024
          Pennsylvania                  ,2467,1650,40,104,673,may,2024
Midwest Region                ,18250,11835,544,293,5578,may,2024
     East North Central Division   ,11116,7136,322,172,3486,may,2024
          Illinois                      ,1770,1061,18,54,637,may,2024
          Indiana                       ,2069,1661,78,12,318,may,2024
          Michigan                      ,2065,1542,28,30,465,may,2024
          Ohio                          ,2845,1513,72,70,1190,may,2024
          Wisconsin                     ,2367,1359,126,6,876,may,2024
     West North Central Division   ,7134,4699,222,121,2092,may,2024
          Iowa                          ,849,712,42,30,65,may,2024
          Kansas                        ,857,505,68,0,284,may,2024
          Minnesota                     ,2092,1420,40,9,623,may,2024
          Missouri                      ,1362,1060,28,30,244,may,2024
          Nebraska                      ,1230,464,20,37,709,may,2024
          North Dakota                  ,196,190,6,0,0,may,2024
          South Dakota                  ,548,348,18,15,167,may,2024
South Region                  ,73229,55843,1348,693,15345,may,2024
     South Atlantic Division       ,42105,31510,514,335,9746,may,2024
          Delaware                      ,568,518,2,0,48,may,2024
          District of Columbia          ,40,2,12,0,26,may,2024
          Florida                       ,17110,12682,168,120,4140,may,2024
          Georgia                       ,5976,4445,122,145,1264,may,2024
          Maryland                      ,1615,862,2,0,751,may,2024
          North Carolina                ,8525,6643,104,9,1769,may,2024
          South Carolina                ,4521,3849,50,44,578,may,2024
          Virginia                      ,3364,2175,54,4,1131,may,2024
          West Virginia                 ,386,334,0,13,39,may,2024
     East South Central Division   ,9203,6416,108,102,2577,may,2024
          Alabama                       ,2260,1736,6,6,512,may,2024
          Kentucky                      ,1265,816,58,24,367,may,2024
          Mississippi                   ,697,671,6,3,17,may,2024
          Tennessee                     ,4981,3193,38,69,1681,may,2024
     West South Central Division   ,21921,17917,726,256,3022,may,2024
          Arkansas                      ,1052,845,82,21,104,may,2024
          Louisiana                     ,1286,1180,34,9,63,may,2024
          Oklahoma                      ,1182,971,64,24,123,may,2024
          Texas                         ,18401,14921,546,202,2732,may,2024
West Region                   ,30024,20622,952,406,8044,may,2024
     Mountain Division             ,14486,11563,434,216,2273,may,2024
          Arizona                       ,4490,3861,250,17,362,may,2024
          Colorado                      ,2904,1913,48,35,908,may,2024
          Idaho                         ,1772,1509,40,42,181,may,2024
          Montana                       ,389,236,36,19,98,may,2024
          Nevada                        ,1881,1368,24,20,469,may,2024
          New Mexico                    ,740,736,4,0,0,may,2024
          Utah                          ,2081,1754,16,69,242,may,2024
          Wyoming                       ,229,186,16,14,13,may,2024
     Pacific Division              ,15538,9059,518,190,5771,may,2024
          Alaska                        ,213,63,8,0,142,may,2024
          California                    ,10442,6149,330,71,3892,may,2024
          Hawaii                        ,303,226,16,0,61,may,2024
          Oregon                        ,1304,921,44,41,298,may,2024
          Washington                    ,3276,1700,120,78,1378,may,2024
