State,Month,Year,Date,Region,Total,City,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values,LT Real Average (10> Yrs),Number of failed banks
NY,dec,2019,2019-12-31,new york,4560,Binghamton,394387,"Binghamton, NY",msa,195,39.0,70.0,34.0,113844.0,105458.1782695803,0.53,0
VA,dec,2019,2019-12-31,virginia,2468,Charlottesville,394459,"Charlottesville, VA",msa,212,41.0,53.0,41.0,288544.0,342315.70115716354,0.53,0
GA,dec,2019,2019-12-31,georgia,3727,Columbus,394488,"Columbus, GA",msa,158,32.0,42.0,40.0,151423.0,186970.22693364913,0.53,0
NY,dec,2019,2019-12-31,new york,4560,Corning,394501,"Corning, NY",msa,413,57.0,65.0,30.0,104538.0,107915.38216630845,0.53,0
AR,dec,2019,2019-12-31,arkansas,1322,Fayetteville,394590,"Fayetteville, AR",msa,108,35.0,40.0,51.0,200459.0,324376.9557834301,0.53,0
SC,dec,2019,2019-12-31,south carolina,2509,Hilton Head Island,394681,"Hilton Head Island, SC",msa,216,39.0,47.0,41.0,303015.0,457406.2504978921,0.53,0
NY,dec,2019,2019-12-31,new york,4560,Hudson,394693,"Hudson, NY",msa,528,50.0,99.0,20.0,249619.0,170972.89380356844,0.53,0
AL,dec,2019,2019-12-31,alabama,1366,Huntsville,394698,"Huntsville, AL",msa,114,33.0,21.0,62.0,189914.0,204140.39585742276,0.53,0
TX,dec,2019,2019-12-31,texas,14714,McAllen,394843,"McAllen, TX",msa,67,16.0,83.0,39.0,151352.0,145536.1321804957,0.53,0
WA,dec,2019,2019-12-31,washington,4441,Mount Vernon,394890,"Mount Vernon, WA",msa,327,36.0,23.0,55.0,352309.0,318378.39736237377,0.53,0
FL,dec,2019,2019-12-31,florida,12079,Panama City,394960,"Panama City, FL",msa,242,34.0,56.0,39.0,222190.0,217306.94701553023,0.53,0
TX,jan,2020,2020-01-31,texas,17885,Abilene,394299,"Abilene, TX",msa,251,22.0,54.0,48.0,166361.0,131110.18886546796,0.22,0
IA,jan,2020,2020-01-31,iowa,511,Ames,394325,"Ames, IA",msa,336,40.0,66.0,38.0,186028.0,208184.44472247094,0.22,0
CA,jan,2020,2020-01-31,california,8673,Bakersfield,394357,"Bakersfield, CA",msa,63,38.0,51.0,59.0,239309.0,281574.56907091005,0.22,0
MD,jan,2020,2020-01-31,maryland,1448,Baltimore,394358,"Baltimore, MD",msa,20,38.0,41.0,63.0,272745.0,143609.43715785013,0.22,0
OR,jan,2020,2020-01-31,oregon,1058,Bend,394380,"Bend, OR",msa,232,37.0,58.0,58.0,402729.0,455188.0436177931,0.22,0
MA,jan,2020,2020-01-31,massachusetts,1806,Boston,394404,"Boston, MA",msa,10,45.0,27.0,78.0,450708.0,653664.8922189901,0.22,0
IA,jan,2020,2020-01-31,iowa,511,Cedar Rapids,394447,"Cedar Rapids, IA",msa,179,32.0,59.0,50.0,155049.0,104279.94200645067,0.22,0
SC,jan,2020,2020-01-31,south carolina,2868,Charleston,394457,"Charleston, SC",msa,75,37.0,38.0,53.0,265321.0,364609.07908861927,0.22,0
SC,jan,2020,2020-01-31,south carolina,2868,Columbia,394486,"Columbia, SC",msa,72,36.0,59.0,48.0,166955.0,134715.73886830584,0.22,0
IL,jan,2020,2020-01-31,illinois,1142,Danville,394516,"Danville, IL",msa,472,33.0,76.0,5.0,67740.0,54404.17384624848,0.22,0
DE,jan,2020,2020-01-31,delaware,538,Dover,394539,"Dover, DE",msa,244,39.0,42.0,54.0,220266.0,236352.02196588457,0.22,0
WI,jan,2020,2020-01-31,wisconsin,902,Green Bay,394646,"Green Bay, WI",msa,157,7.0,70.0,53.0,180818.0,145801.72418290004,0.22,0
SC,jan,2020,2020-01-31,south carolina,2868,Greenville,394653,"Greenville, SC",msa,61,37.0,31.0,52.0,190961.0,198792.80389580177,0.22,0
TN,jan,2020,2020-01-31,tennessee,3560,Johnson City,394726,"Johnson City, TN",msa,224,38.0,31.0,46.0,154446.0,122404.0284088161,0.22,0
PA,jan,2020,2020-01-31,pennsylvania,2208,Lancaster,394768,"Lancaster, PA",msa,104,41.0,17.0,62.0,213632.0,160074.56804707643,0.22,0
PA,jan,2020,2020-01-31,pennsylvania,2208,Lebanon,394783,"Lebanon, PA",msa,306,40.0,28.0,60.0,173318.0,168369.80248158867,0.22,0
TN,jan,2020,2020-01-31,tennessee,3560,Memphis,394849,"Memphis, TN",msa,44,32.0,22.0,67.0,164678.0,97352.31272107837,0.22,0
NE,jan,2020,2020-01-31,nebraska,600,Omaha,394938,"Omaha, NE",msa,59,31.0,43.0,57.0,184165.0,169611.2219270186,0.22,0
FL,jan,2020,2020-01-31,florida,14395,Tampa,395148,"Tampa, FL",msa,18,33.0,28.0,54.0,220802.0,257165.02060483792,0.22,0
TX,jan,2020,2020-01-31,texas,17885,Tyler,395174,"Tyler, TX",msa,201,33.0,31.0,58.0,215610.0,216379.5345554663,0.22,0
TX,jan,2020,2020-01-31,texas,17885,Waco,395197,"Waco, TX",msa,178,31.0,37.0,47.0,187984.0,113138.93541934242,0.22,0
OR,mar,2020,2020-03-31,oregon,2143,Albany,394307,"Albany, OR",msa,330,32.0,34.0,64.0,274392.0,247374.76833815753,0.16,0
GA,mar,2020,2020-03-31,georgia,3814,Augusta,394352,"Augusta, GA",msa,96,32.0,28.0,54.0,164333.0,107223.81792007523,0.16,0
TX,mar,2020,2020-03-31,texas,19293,Austin,394355,"Austin, TX",msa,29,31.0,11.0,79.0,333960.0,410769.4157787062,0.16,0
CO,mar,2020,2020-03-31,colorado,3748,Breckenridge,753871,"Breckenridge, CO",msa,811,36.0,38.0,47.0,601742.0,902491.6254183305,0.16,0
IL,mar,2020,2020-03-31,illinois,1850,Chicago,394463,"Chicago, IL",msa,3,40.0,34.0,55.0,236924.0,256895.74293458974,0.16,0
OH,mar,2020,2020-03-31,ohio,1449,Cleveland,394475,"Cleveland, OH",msa,35,28.0,35.0,60.0,144868.0,59058.15835470497,0.16,0
GA,mar,2020,2020-03-31,georgia,3814,Columbus,394488,"Columbus, GA",msa,158,29.0,56.0,46.0,152626.0,194328.88655833216,0.16,0
OR,mar,2020,2020-03-31,oregon,2143,Eugene,394576,"Eugene, OR",msa,146,35.0,9.0,75.0,320367.0,361160.0074307141,0.16,0
PA,mar,2020,2020-03-31,pennsylvania,1751,Harrisburg,394666,"Harrisburg, PA",msa,99,39.0,16.0,72.0,177162.0,147675.26703143108,0.16,0
MI,mar,2020,2020-03-31,michigan,1134,Jackson,394710,"Jackson, MI",msa,272,33.0,41.0,54.0,136906.0,116000.21749115316,0.16,0
FL,mar,2020,2020-03-31,florida,13674,Jacksonville,394714,"Jacksonville, FL",msa,40,32.0,25.0,53.0,227489.0,184983.66278700423,0.16,0
CA,mar,2020,2020-03-31,california,7949,Los Angeles,753899,"Los Angeles, CA",msa,2,31.0,16.0,79.0,663200.0,729950.9933201211,0.16,0
NH,mar,2020,2020-03-31,new hampshire,290,Manchester,394820,"Manchester, NH",msa,131,38.0,9.0,81.0,288596.0,252259.9074577492,0.16,0
IL,mar,2020,2020-03-31,illinois,1850,Rockford,395033,"Rockford, IL",msa,153,36.0,36.0,49.0,127697.0,94624.62466247153,0.16,0
FL,mar,2020,2020-03-31,florida,13674,Sebastian,395079,"Sebastian, FL",msa,274,26.0,63.0,36.0,231803.0,252229.13162109154,0.16,0
MO,mar,2020,2020-03-31,missouri,1187,Springfield,395116,"Springfield, MO",msa,118,36.0,18.0,63.0,162553.0,121685.12980559736,0.16,0
NY,mar,2020,2020-03-31,new york,1949,Syracuse,395143,"Syracuse, NY",msa,91,56.0,34.0,78.0,152082.0,105231.53529852974,0.16,0
NJ,mar,2020,2020-03-31,new jersey,2762,Trenton,395164,"Trenton, NJ",msa,142,45.0,35.0,59.0,239951.0,96905.88896169684,0.16,0
PA,apr,2020,2020-04-30,pennsylvania,710,Allentown,394318,"Allentown, PA",msa,70,41.0,48.0,70.0,198500.0,143200.2013621428,-0.12,0
GA,apr,2020,2020-04-30,georgia,3117,Augusta,394352,"Augusta, GA",msa,96,32.0,21.0,57.0,167262.0,109169.82979333063,-0.12,0
CT,apr,2020,2020-04-30,connecticut,401,Bridgeport,394415,"Bridgeport, CT",msa,60,48.0,29.0,62.0,410840.0,172446.65850699236,-0.12,0
NY,apr,2020,2020-04-30,new york,1077,Buffalo,394425,"Buffalo, NY",msa,50,58.0,20.0,124.0,161736.0,120050.39301929326,-0.12,0
OH,apr,2020,2020-04-30,ohio,1900,Canton,394439,"Canton, OH",msa,137,31.0,25.0,64.0,131773.0,80358.08810846577,-0.12,0
IA,apr,2020,2020-04-30,iowa,858,Cedar Rapids,394447,"Cedar Rapids, IA",msa,179,34.0,28.0,67.0,155639.0,104410.5484525114,-0.12,0
OH,apr,2020,2020-04-30,ohio,1900,Cincinnati,394466,"Cincinnati, OH",msa,28,36.0,7.0,79.0,177592.0,152250.9048089662,-0.12,0
OH,apr,2020,2020-04-30,ohio,1900,Columbus,394492,"Columbus, OH",msa,32,33.0,5.0,81.0,196398.0,191759.47613727668,-0.12,0
NC,apr,2020,2020-04-30,north carolina,4886,Fayetteville,394589,"Fayetteville, NC",msa,109,36.0,13.0,68.0,158575.0,126067.9626754673,-0.12,0
MI,apr,2020,2020-04-30,michigan,727,Flint,394596,"Flint, MI",msa,135,35.0,24.0,68.0,145273.0,20524.44951067931,-0.12,0
CT,apr,2020,2020-04-30,connecticut,401,Hartford,394669,"Hartford, CT",msa,49,43.0,19.0,73.0,239429.0,123225.73146969288,-0.12,0
NY,apr,2020,2020-04-30,new york,1077,Kingston,394748,"Kingston, NY",msa,241,41.0,111.0,95.0,239411.0,185650.14134508718,-0.12,0
FL,apr,2020,2020-04-30,florida,12223,Miami,394856,"Miami, FL",msa,8,34.0,39.0,44.0,290232.0,339848.74948010925,-0.12,0
SC,apr,2020,2020-04-30,south carolina,2717,Myrtle Beach,394898,"Myrtle Beach, SC",msa,117,31.0,46.0,44.0,196169.0,227157.37306595966,-0.12,0
FL,apr,2020,2020-04-30,florida,12223,Naples,394901,"Naples, FL",msa,147,37.0,62.0,37.0,330580.0,467460.68925309397,-0.12,0
NC,apr,2020,2020-04-30,north carolina,4886,New Bern,394905,"New Bern, NC",msa,341,36.0,29.0,48.0,178512.0,221082.08236430262,-0.12,0
CT,apr,2020,2020-04-30,connecticut,401,Norwich,394924,"Norwich, CT",msa,185,46.0,25.0,63.0,237277.0,197486.51233584975,-0.12,0
NY,apr,2020,2020-04-30,new york,1077,Olean,394936,"Olean, NY",msa,459,52.0,85.0,26.0,103441.0,93390.9060522082,-0.12,0
MN,apr,2020,2020-04-30,minnesota,2107,Rochester,395030,"Rochester, MN",msa,207,34.0,19.0,71.0,222672.0,231944.16114821678,-0.12,0
CA,apr,2020,2020-04-30,california,5987,Stockton,395134,"Stockton, CA",msa,77,31.0,12.0,74.0,377737.0,287846.4784988794,-0.12,0
NY,apr,2020,2020-04-30,new york,1077,Syracuse,395143,"Syracuse, NY",msa,91,56.0,25.0,95.0,153642.0,105589.92681419112,-0.12,0
WA,jun,2020,2020-06-30,washington,3398,Bellingham,394378,"Bellingham, WA",msa,205,33.0,9.0,80.0,390800.0,457302.9370132602,-0.20,0
OR,jun,2020,2020-06-30,oregon,1511,Bend,394380,"Bend, OR",msa,232,37.0,19.0,74.0,417744.0,466708.03269482404,-0.20,0
TN,jun,2020,2020-06-30,tennessee,3994,Chattanooga,394460,"Chattanooga, TN",msa,102,34.0,11.0,64.0,188547.0,178211.22474175625,-0.20,0
OH,jun,2020,2020-06-30,ohio,2486,Columbus,394492,"Columbus, OH",msa,32,35.0,4.0,89.0,194826.0,193564.1696693379,-0.20,0
IN,jun,2020,2020-06-30,indiana,2286,Fort Wayne,394612,"Fort Wayne, IN",msa,132,18.0,18.0,75.0,159533.0,143490.75164801147,-0.20,0
SC,jun,2020,2020-06-30,south carolina,3624,Greenville,394653,"Greenville, SC",msa,61,38.0,14.0,60.0,201523.0,221288.6411691196,-0.20,0
VA,jun,2020,2020-06-30,virginia,3034,Harrisonburg,394668,"Harrisonburg, VA",msa,317,43.0,12.0,66.0,233987.0,230631.75050653276,-0.20,0
TX,jun,2020,2020-06-30,texas,17601,Killeen,394746,"Killeen, TX",msa,120,35.0,10.0,76.0,169182.0,136689.75122940858,-0.20,0
CA,jun,2020,2020-06-30,california,8844,Los Angeles,753899,"Los Angeles, CA",msa,2,32.0,16.0,93.0,646485.0,724474.5015593409,-0.20,0
FL,jun,2020,2020-06-30,florida,12709,Miami,394856,"Miami, FL",msa,8,36.0,43.0,48.0,290242.0,338735.11457978486,-0.20,0
CT,jun,2020,2020-06-30,connecticut,382,Norwich,394924,"Norwich, CT",msa,185,46.0,17.0,72.0,234667.0,198136.95183487225,-0.20,0
UT,jun,2020,2020-06-30,utah,2305,Ogden,394931,"Ogden, UT",msa,87,30.0,10.0,83.0,308705.0,231471.31615113228,-0.20,0
NC,jun,2020,2020-06-30,north carolina,7052,Raleigh,395012,"Raleigh, NC",msa,43,38.0,7.0,76.0,275776.0,355939.916001695,-0.20,0
NM,jun,2020,2020-06-30,new mexico,460,Santa Fe,395066,"Santa Fe, NM",msa,284,39.0,15.0,64.0,380910.0,378929.4237287063,-0.20,0
IN,jun,2020,2020-06-30,indiana,2286,South Bend,395107,"South Bend, IN",msa,159,22.0,29.0,73.0,149599.0,97158.73006095237,-0.20,0
OH,jul,2020,2020-07-31,ohio,2931,Canton,394439,"Canton, OH",msa,137,35.0,14.0,82.0,135584.0,82590.57262549314,-0.49,0
AR,jul,2020,2020-07-31,arkansas,1102,Fayetteville,394590,"Fayetteville, AR",msa,108,36.0,12.0,74.0,208017.0,335734.0843304884,-0.49,0
AZ,jul,2020,2020-07-31,arizona,5758,Flagstaff,394595,"Flagstaff, AZ",msa,302,35.0,17.0,75.0,394475.0,416524.3886594742,-0.49,0
CT,jul,2020,2020-07-31,connecticut,501,Hartford,394669,"Hartford, CT",msa,49,46.0,10.0,82.0,229617.0,126288.0502552801,-0.49,0
MI,jul,2020,2020-07-31,michigan,2038,Jackson,394710,"Jackson, MI",msa,272,36.0,14.0,78.0,139899.0,114138.00656404556,-0.49,0
AR,jul,2020,2020-07-31,arkansas,1102,Little Rock,394798,"Little Rock, AR",msa,81,35.0,17.0,64.0,165318.0,137939.77862554387,-0.49,0
FL,jul,2020,2020-07-31,florida,13053,Miami,394856,"Miami, FL",msa,8,35.0,39.0,48.0,293211.0,337085.2004681977,-0.49,0
NC,jul,2020,2020-07-31,north carolina,6122,New Bern,394905,"New Bern, NC",msa,341,40.0,28.0,54.0,167061.0,221297.81688471837,-0.49,0
ME,jul,2020,2020-07-31,maine,566,Portland,394997,"Portland, ME",msa,105,37.0,12.0,95.0,311831.0,363126.8959844989,-0.49,0
VA,jul,2020,2020-07-31,virginia,4380,Roanoke,395028,"Roanoke, VA",msa,164,40.0,12.0,72.0,189664.0,114469.76327613661,-0.49,0
FL,jul,2020,2020-07-31,florida,13053,Tallahassee,395146,"Tallahassee, FL",msa,145,37.0,19.0,58.0,187586.0,203064.69425482186,-0.49,0
AZ,jul,2020,2020-07-31,arizona,5758,Tucson,395167,"Tucson, AZ",msa,54,38.0,9.0,74.0,227573.0,203607.88800949216,-0.49,0
LA,aug,2020,2020-08-31,louisiana,1609,Baton Rouge,394367,"Baton Rouge, LA",msa,66,36.0,29.0,58.0,197829.0,177726.08032002446,-0.44,0
IN,aug,2020,2020-08-31,indiana,1861,Evansville,394579,"Evansville, IN",msa,165,32.0,7.0,78.0,155696.0,91107.59493951069,-0.44,0
AR,aug,2020,2020-08-31,arkansas,1208,Fayetteville,394590,"Fayetteville, AR",msa,108,37.0,7.0,74.0,218130.0,339933.80630958616,-0.44,0
FL,aug,2020,2020-08-31,florida,15378,Lakeland,394766,"Lakeland, FL",msa,82,37.0,14.0,63.0,207158.0,150601.92963027852,-0.44,0
PA,aug,2020,2020-08-31,pennsylvania,1958,Lebanon,394783,"Lebanon, PA",msa,306,42.0,10.0,78.0,176180.0,173706.3314964084,-0.44,0
NH,aug,2020,2020-08-31,new hampshire,346,Manchester,394820,"Manchester, NH",msa,131,40.0,5.0,89.0,305696.0,261388.8159411399,-0.44,0
FL,aug,2020,2020-08-31,florida,15378,Pensacola,394971,"Pensacola, FL",msa,111,36.0,9.0,68.0,224026.0,157508.43906554463,-0.44,0
RI,aug,2020,2020-08-31,rhode island,122,Providence,395005,"Providence, RI",msa,39,43.0,11.0,89.0,301494.0,237862.0005971116,-0.44,0
GA,aug,2020,2020-08-31,georgia,4962,Savannah,395070,"Savannah, GA",msa,138,36.0,18.0,59.0,217468.0,152407.29373272313,-0.44,0
NY,aug,2020,2020-08-31,new york,3050,Syracuse,395143,"Syracuse, NY",msa,91,57.0,8.0,103.0,152572.0,108529.11682987302,-0.44,0
TX,sep,2020,2020-09-30,texas,21319,Abilene,394299,"Abilene, TX",msa,251,25.0,28.0,53.0,176421.0,138244.459918916,-0.40,0
TX,sep,2020,2020-09-30,texas,21319,Austin,394355,"Austin, TX",msa,29,32.0,7.0,87.0,366152.0,428200.0499798134,-0.40,0
CO,sep,2020,2020-09-30,colorado,4619,Breckenridge,753871,"Breckenridge, CO",msa,811,39.0,34.0,55.0,657337.0,930998.4512343113,-0.40,0
WI,sep,2020,2020-09-30,wisconsin,2203,Green Bay,394646,"Green Bay, WI",msa,157,8.0,46.0,58.0,193423.0,152821.51049588356,-0.40,0
VA,sep,2020,2020-09-30,virginia,3028,Harrisonburg,394668,"Harrisonburg, VA",msa,317,43.0,9.0,66.0,228590.0,235932.1812584636,-0.40,0
NC,sep,2020,2020-09-30,north carolina,5905,Hickory,394679,"Hickory, NC",msa,150,41.0,11.0,71.0,180973.0,166888.73024581524,-0.40,0
IA,sep,2020,2020-09-30,iowa,1344,Iowa City,394707,"Iowa City, IA",msa,252,20.0,46.0,45.0,230941.0,236083.17955087093,-0.40,0
NY,sep,2020,2020-09-30,new york,3996,Ithaca,394709,"Ithaca, NY",msa,376,68.0,24.0,66.0,262501.0,299787.6954194933,-0.40,0
MI,sep,2020,2020-09-30,michigan,2040,Jackson,394710,"Jackson, MI",msa,272,38.0,14.0,68.0,152857.0,115198.24404608284,-0.40,0
OR,sep,2020,2020-09-30,oregon,1004,Portland,394998,"Portland, OR",msa,25,34.0,6.0,82.0,423902.0,479844.56716610544,-0.40,0
NV,sep,2020,2020-09-30,nevada,2006,Reno,395019,"Reno, NV",msa,113,37.0,8.0,76.0,413629.0,409512.11267117056,-0.40,0
LA,sep,2020,2020-09-30,louisiana,1547,Shreveport,395096,"Shreveport, LA",msa,141,37.0,43.0,54.0,154381.0,106429.1072533294,-0.40,0
CA,sep,2020,2020-09-30,california,9476,Vallejo,395183,"Vallejo, CA",msa,123,32.0,10.0,100.0,470767.0,432723.2957168021,-0.40,0
AL,nov,2020,2020-11-30,alabama,1338,Birmingham,394388,"Birmingham, AL",msa,51,35.0,8.0,64.0,207421.0,48378.57485020755,-0.44,0
MD,nov,2020,2020-11-30,maryland,1403,Cumberland,394513,"Cumberland, MD",msa,409,38.0,28.0,50.0,121906.0,92126.89654091203,-0.44,0
IL,nov,2020,2020-11-30,illinois,1336,Danville,394516,"Danville, IL",msa,472,29.0,44.0,7.0,69282.0,57962.11031383944,-0.44,0
OH,nov,2020,2020-11-30,ohio,2254,Dayton,845158,"Dayton, OH",msa,74,38.0,5.0,61.0,148763.0,70567.16932343955,-0.44,0
CO,nov,2020,2020-11-30,colorado,3690,Denver,394530,"Denver, CO",msa,19,31.0,6.0,82.0,459049.0,476504.38094689767,-0.44,0
CA,nov,2020,2020-11-30,california,8367,Fresno,394619,"Fresno, CA",msa,57,38.0,9.0,71.0,306117.0,263128.77328168694,-0.44,0
NC,nov,2020,2020-11-30,north carolina,7200,Hickory,394679,"Hickory, NC",msa,150,41.0,8.0,69.0,188975.0,173550.7894372762,-0.44,0
NY,nov,2020,2020-11-30,new york,3682,Hudson,394693,"Hudson, NY",msa,528,60.0,56.0,89.0,346129.0,192245.0469325287,-0.44,0
AR,nov,2020,2020-11-30,arkansas,1307,Jonesboro,394728,"Jonesboro, AR",msa,323,37.0,20.0,50.0,157572.0,171090.0567256311,-0.44,0
MO,nov,2020,2020-11-30,missouri,1615,Joplin,394729,"Joplin, MO",msa,243,36.0,13.0,62.0,150676.0,,-0.44,0
LA,nov,2020,2020-11-30,louisiana,1342,New Orleans,394910,"New Orleans, LA",msa,47,40.0,12.0,62.0,223131.0,278342.6148363662,-0.44,0
UT,nov,2020,2020-11-30,utah,2783,Ogden,394931,"Ogden, UT",msa,87,30.0,5.0,90.0,339820.0,250631.98952229426,-0.44,0
NY,nov,2020,2020-11-30,new york,3682,Plattsburgh,394986,"Plattsburgh, NY",msa,452,68.0,24.0,54.0,160369.0,158818.40628946354,-0.44,0
RI,nov,2020,2020-11-30,rhode island,117,Providence,395005,"Providence, RI",msa,39,45.0,12.0,73.0,322258.0,248667.79495915055,-0.44,0
AL,nov,2020,2020-11-30,alabama,1338,Tuscaloosa,395171,"Tuscaloosa, AL",msa,188,35.0,17.0,48.0,196825.0,150622.24927238448,-0.44,0
VA,nov,2020,2020-11-30,virginia,2521,Virginia Beach,395194,"Virginia Beach, VA",msa,38,27.0,27.0,72.0,265462.0,378108.8899436372,-0.44,0
AZ,nov,2020,2020-11-30,arizona,4580,Yuma,395247,"Yuma, AZ",msa,225,37.0,15.0,79.0,201029.0,188952.4493060752,-0.44,0
AL,dec,2020,2020-12-31,alabama,1555,Birmingham,394388,"Birmingham, AL",msa,51,35.0,9.0,67.0,205263.0,50511.02037307358,-0.48,0
WV,dec,2020,2020-12-31,west virginia,244,Charleston,394455,"Charleston, WV",msa,192,45.0,29.0,59.0,129331.0,119482.84870351152,-0.48,0
VA,dec,2020,2020-12-31,virginia,2612,Charlottesville,394459,"Charlottesville, VA",msa,212,43.0,25.0,59.0,334002.0,376920.0614570882,-0.48,0
NY,dec,2020,2020-12-31,new york,3941,Corning,394501,"Corning, NY",msa,413,68.0,30.0,58.0,130855.0,115030.81866018556,-0.48,0
IL,dec,2020,2020-12-31,illinois,1284,Danville,394516,"Danville, IL",msa,472,26.0,60.0,22.0,63377.0,58360.849985359506,-0.48,0
NC,dec,2020,2020-12-31,north carolina,6018,Hickory,394679,"Hickory, NC",msa,150,40.0,9.0,73.0,188484.0,176797.33832820074,-0.48,0
AL,dec,2020,2020-12-31,alabama,1555,Huntsville,394698,"Huntsville, AL",msa,114,36.0,9.0,69.0,228358.0,229909.54717640518,-0.48,0
FL,dec,2020,2020-12-31,florida,14402,Lakeland,394766,"Lakeland, FL",msa,82,38.0,11.0,62.0,220901.0,158652.39859550496,-0.48,0
PA,dec,2020,2020-12-31,pennsylvania,2333,Lancaster,394768,"Lancaster, PA",msa,104,38.0,7.0,75.0,232825.0,177596.08105211984,-0.48,0
VA,dec,2020,2020-12-31,virginia,2612,Roanoke,395028,"Roanoke, VA",msa,164,40.0,13.0,65.0,211542.0,123924.21379033232,-0.48,0
NY,dec,2020,2020-12-31,new york,3941,Rochester,395031,"Rochester, NY",msa,52,54.0,11.0,126.0,169248.0,122750.59070944108,-0.48,0
TX,dec,2020,2020-12-31,texas,20635,San Antonio,395055,"San Antonio, TX",msa,24,25.0,26.0,73.0,252807.0,216019.4664382773,-0.48,0
OH,dec,2020,2020-12-31,ohio,2498,Springfield,395117,"Springfield, OH",msa,316,39.0,7.0,70.0,129016.0,154654.9960590438,-0.48,0
KS,dec,2020,2020-12-31,kansas,824,Wichita,395224,"Wichita, KS",msa,94,37.0,11.0,60.0,185609.0,99934.42639137254,-0.48,0
NM,mar,2021,2021-03-31,new mexico,660,Albuquerque,394312,"Albuquerque, NM",msa,62,40.0,5.0,82.0,254933.0,256223.06686466068,-0.01,0
IA,mar,2021,2021-03-31,iowa,1830,Ames,394325,"Ames, IA",msa,336,43.0,11.0,86.0,186182.0,216977.91650579308,-0.01,0
MI,mar,2021,2021-03-31,michigan,2364,Battle Creek,394368,"Battle Creek, MI",msa,318,39.0,11.0,99.0,134091.0,77288.69822691705,-0.01,0
MT,mar,2021,2021-03-31,montana,652,Bozeman,394407,"Bozeman, MT",msa,356,40.0,9.0,87.0,537158.0,656874.4178026242,-0.01,0
IA,mar,2021,2021-03-31,iowa,1830,Cedar Rapids,394447,"Cedar Rapids, IA",msa,179,30.0,15.0,94.0,165777.0,113717.01460294962,-0.01,0
TX,mar,2021,2021-03-31,texas,23649,Corpus Christi,394502,"Corpus Christi, TX",msa,129,38.0,14.0,66.0,235161.0,203419.8209402074,-0.01,0
IN,mar,2021,2021-03-31,indiana,2421,Elkhart,394565,"Elkhart, IN",msa,223,27.0,13.0,114.0,179981.0,126475.05099199357,-0.01,0
PA,mar,2021,2021-03-31,pennsylvania,3951,Erie,394572,"Erie, PA",msa,184,43.0,17.0,78.0,131657.0,144505.6321642899,-0.01,0
NY,mar,2021,2021-03-31,new york,2759,Jamestown,394719,"Jamestown, NY",msa,328,65.0,28.0,77.0,117041.0,131755.95993238167,-0.01,0
MO,mar,2021,2021-03-31,missouri,2347,Kansas City,394735,"Kansas City, MO",msa,31,34.0,4.0,101.0,242803.0,180574.584152761,-0.01,0
KY,mar,2021,2021-03-31,kentucky,1700,Lexington,394792,"Lexington, KY",msa,110,40.0,5.0,78.0,219307.0,184346.4788054343,-0.01,0
WA,mar,2021,2021-03-31,washington,4897,Longview,394804,"Longview, WA",msa,368,36.0,5.0,93.0,310752.0,312243.40898862906,-0.01,0
WA,mar,2021,2021-03-31,washington,4897,Mount Vernon,394890,"Mount Vernon, WA",msa,327,33.0,6.0,110.0,432293.0,391062.8545217693,-0.01,0
IN,mar,2021,2021-03-31,indiana,2421,Muncie,394893,"Muncie, IN",msa,364,33.0,14.0,66.0,113903.0,85981.32466171171,-0.01,0
FL,mar,2021,2021-03-31,florida,17512,Panama City,394960,"Panama City, FL",msa,242,23.0,31.0,68.0,275891.0,252259.01112087505,-0.01,0
PA,mar,2021,2021-03-31,pennsylvania,3951,Philadelphia,394974,"Philadelphia, PA",msa,7,42.0,8.0,85.0,265463.0,242235.06645748642,-0.01,0
SD,mar,2021,2021-03-31,south dakota,746,Rapid City,395013,"Rapid City, SD",msa,313,47.0,6.0,89.0,254151.0,276284.67591662327,-0.01,0
CA,mar,2021,2021-03-31,california,11644,Riverside,395025,"Riverside, CA",msa,13,34.0,9.0,97.0,440690.0,463927.8058858051,-0.01,0
MN,mar,2021,2021-03-31,minnesota,3167,Rochester,395030,"Rochester, MN",msa,207,36.0,12.0,100.0,232995.0,248161.09286286106,-0.01,0
WA,mar,2021,2021-03-31,washington,4897,Spokane,395113,"Spokane, WA",msa,100,26.0,10.0,110.0,311249.0,354639.0456452421,-0.01,0
TX,mar,2021,2021-03-31,texas,23649,Waco,395197,"Waco, TX",msa,178,36.0,9.0,81.0,223143.0,139124.19059652498,-0.01,0
PA,mar,2021,2021-03-31,pennsylvania,3951,York,395244,"York, PA",msa,122,42.0,4.0,86.0,185686.0,201975.93785768189,-0.01,0
